観測点	真値	観測値
0.0976270078546495	2.429088882288259	3.176128418867062
0.43037873274483895	8.827388705451856	8.724809573568956
0.20552675214328775	4.938789217950313	5.095323068775763
0.08976636599379373	2.2369849348870754	1.809937065236213
-0.15269040132219058	-3.744029738973926	-5.020524646890966
0.29178822613331223	6.693576149843151	7.020385447563331
-0.12482557747461498	-3.086000485111724	-2.6537823856819713
0.7835460015641595	9.21655895332022	8.845476443116999
0.9273255210020586	7.2495524624691186	8.384429774462923
-0.2331169623484446	-5.5293852520649995	-6.256568089364382
0.5834500761653292	9.945525219153819	9.968404477804542
0.05778983950580896	1.4473159717368551	1.3537240467239382
0.13608912218786462	3.3539950719428147	4.1203846791220435
0.8511932765853221	8.427171696354485	9.161851081304627
-0.8579278836042261	-8.334847176525686	-8.257373463677228
-0.8257414005969186	-8.75407486969813	-8.564993609897043
-0.9595632051193486	-6.668303491556809	-7.112196365371866
0.665239691095876	9.948903776092214	8.958505541980252
0.556313501899701	9.851367530943385	9.677411456280309
0.7400242964936383	9.585043828856987	9.663218313408978
